Author short Names;authors;articles
"Li, WW; Wang, SZ";"Li, Wenwen; Wang, Sizhe";PolarGlobe: A web-wide virtual globe system for visualizing multidimensional, time-varying, big climate data
"Marinakis, YD; Harms, R; Walsh, ST";"Marinakis, Yorgos D.; Harms, Rainer; Walsh, Steven T.";Monitoring additive manufacturing based products in clinical trials
"Al Mamun, A; Salah, K; Al-Maadeed, S; Sheltami, TR";"Al Mamun, Abdullah; Salah, Khaled; Al-Maadeed, Somaya; Sheltami, Tarek R.";BigCrypt for Big Data Encryption
"Pivarski, J; Elmer, P; Bockelman, B; Zhang, Z";"Pivarski, Jim; Elmer, Peter; Bockelman, Brian; Zhang, Zhe";Fast Access to Columnar, Hierarchically Nested Data via Code Transformation
"Pauleen, DJ; Rooney, D; Intezari, A";"Pauleen, David J.; Rooney, David; Intezari, Ali";Big data, little wisdom: trouble brewing? Ethical implications for the information systems discipline
"van Aarde, N; Meiring, D; Wiernik, BM";"van Aarde, Ninette; Meiring, Deon; Wiernik, Brenton M.";The validity of the Big Five personality traits for job performance: Meta-analyses of South African studies
"Blenk, A; Kalmbach, P; Kellerer, W; Schmid, S";"Blenk, Andreas; Kalmbach, Patrick; Kellerer, Wolfgang; Schmid, Stefan";o'zapft is: Tap Your Network Algorithm's Big Data!
"Garcia-Vico, AM; Gonzalez, P; del Jesus, MJ; Carmona, CJ";"Garcia-Vico, A. M.; Gonzalez, P.; del Jesus, M. J.; Carmona, C. J.";A First Approach to Handle Fuzzy Emerging Patterns Mining on Big Data Problems: The EvAEFP-Spark Algorithm
"Tiede, D; Baraldi, A; Sudmanns, M; Belgiu, M; Lang, S";"Tiede, Dirk; Baraldi, Andrea; Sudmanns, Martin; Belgiu, Mariana; Lang, Stefan";Architecture and prototypical implementation of a semantic querying system for big Earth observation image bases
"Fujdiak, R; Mlynek, P; Bezzateev, S; Muka, R; Slacik, J; Misurec, J; Raso, O";"Fujdiak, Radek; Mlynek, Petr; Bezzateev, Sergey; Muka, Romina; Slacik, Jan; Misurec, Jiri; Raso, Ondrej";Lightweight Structures of Big Numbers for Cryptographic Primitives in Limited Devices
"Simpson, D; Leipzig, RM; Sauvigne, K";"Simpson, Deborah; Leipzig, Rosanne M.; Sauvigne, Karen";The 2025 Big G Geriatrician: Defining Job Roles to Guide Fellowship Training
"Soussi, N; Boumlik, A; Bahaj, M";"Soussi, Nassima; Boumlik, Abdeljalil; Bahaj, Mohamed";Mongo2SPARQL: Automatic and Semantic Query Conversion of MongoDB Query Language to SPARQL
"Fortenberry, JD; Paden, ML";"Fortenberry, James D.; Paden, Matthew L.";Can We Use Pretty Big Data to Settle the Score in Pediatric Extracorporeal Membrane Oxygenation?
"Lu, QH; Li, Z; Zhang, WS; Yang, LT";"Lu, Qinghua; Li, Zheng; Zhang, Weishan; Yang, Laurence T.";Autonomic deployment decision making for big data analytics applications in the cloud
"Kumar, P; Huang, HH";"Kumar, Pradeep; Huang, H. Howie";SafeNVM: A Non-Volatile Memory Store with Thread-Level Page Protection
"Rychly, M; Rysavy, O";"Rychly, Marek; Rysavy, Ondrej";TARZAN: An Integrated Platform for Security Analysis
"Mahasivam, N; Nikolov, N; Sukhobok, D; Roman, D";"Mahasivam, Nivethika; Nikolov, Nikolay; Sukhobok, Dina; Roman, Dumitru";Data Preparation as a Service Based on Apache Spark
Burkhardt, P;Burkhardt, Paul;Graphing trillions of triangles
"Kisielnicki, J; Misiak, AM";"Kisielnicki, Jerzy; Misiak, Anna Maria";EFFECTIVENESS OF AGILE COMPARED TO WATERFALL IMPLEMENTATION METHODS IN IT PROJECTS: ANALYSIS BASED ON BUSINESS INTELLIGENCE PROJECTS
"Huang, WX; Lin, YM; Wu, MB";"Huang, Weixin; Lin, Yuming; Wu, Mingbo";SPATIAL-TEMPORAL BEHAVIOR ANALYSIS USING BIG DATA ACQUIRED BY WI-FI INDOOR POSITIONING SYSTEM
"Dai, WM; Guo, ZK; Cai, RG; Zhang, YZ";"Dai, Wei-Ming; Guo, Zong-Kuan; Cai, Rong-Gen; Zhang, Yuan-Zhong";Lorentz invariance violation in the neutrino sector: a joint analysis from big bang nucleosynthesis and the cosmic microwave background
"Chhabra, AS; Choudhury, T; Srivastava, AV; Aggarwal, A";"Chhabra, Anmol Singh; Choudhury, Tanupriya; Srivastava, Arjun Vaibhav; Aggarwal, Archit";Prediction for Big Data and IoT in 2017
"Encalada, L; Boavida-Portugal, I; Ferreira, CC; Rocha, J";"Encalada, Luis; Boavida-Portugal, Ines; Ferreira, Carlos Cardoso; Rocha, Jorge";Identifying Tourist Places of Interest Based on Digital Imprints: Towards a Sustainable Smart City
"Johns, B; Mewhort, DJK; Jones, MN";"Johns, Brendan; Mewhort, Douglas J. K.; Jones, Michael N.";SMALL WORLDS AND BIG DATA Examining the Simplification Assumption in Cognitive Modeling
Zheng, WW;Zheng Weiwei;The Application of Flipped Classroom in College English Teaching in the Era of Big Data
"Chen, L; Chen, SY";"Chen Lei; Chen Shuying";Research on Electronic Archives Management and Service under the Background of Big Data
Adlakha, D;Adlakha, Deepti;Quantifying the Modern city: emerging Technologies and Big data for Active Living Research
"Gifre, L; Ruiz, M; Velasco, L";"Gifre, Lluis; Ruiz, Marc; Velasco, Luis";Experimental Assessment of Big Data-Backed Video Distribution in the Telecom Cloud
"Ahmad, F; Sarkar, A";"Ahmad, Faisal; Sarkar, Anirban";QaaS (quality as a service) model for web services using big data technologies
"Du, GY; Sun, JY; Huang, XL; Yu, JJ";"Du, Guanyao; Sun, Jianying; Huang, Xinglong; Yu, Jianjun";Mining User Interests for Personalized Tweet Recommendation on Map-Reduce Framework
"Olszak, CM; Gajowska, D";"Olszak, Celina M.; Gajowska, Dominika";Big Data Approach to Analyzing the IT Job Market
"Alam, F; Mehmood, R; Katib, I; Albogami, NN; Albeshri, A";"Alam, Furqan; Mehmood, Rashid; Katib, Iyad; Albogami, Nasser N.; Albeshri, Aiiad";Data Fusion and IoT for Smart Ubiquitous Environments: A Survey
"Papale, G; Sgaglione, L";"Papale, Gaetano; Sgaglione, Luigi";SDD Sentinel: a Support Tool for Detecting and Investigating Electronic Transaction Frauds
"Rheinlander, A; Leser, U; Graefe, G";"Rheinlaender, Astrid; Leser, Ulf; Graefe, Goetz";Optimization of Complex Dataflows with User-Defined Functions
"Kude, T; Hoehle, H; Sykes, TA";"Kude, Thomas; Hoehle, Hartmut; Sykes, Tracy Ann";Big data breaches and customer compensation strategies Personality traits and social influence as antecedents of perceived compensation
"Liu, P; Chen, L";"Liu, Pan; Chen, Lin";A Multi-Source Data Aggregation and Multidimensional Analysis Model for Big Data
"Hwang, JH; Kim, H; Cho, S; Bellemans, T; Lee, WD; Choi, K; Cheon, SH; Joh, CH";"Hwang, Jeong Hwan; Kim, Hyunmyung; Cho, Sungjin; Bellemans, Tom; Lee, Won Do; Choi, Keechoo; Cheon, Seung Hoon; Joh, Chang-Hyeon";An examination of the accuracy of an activity-based travel simulation against smartcard and navigation device data
"Mckee, DW; Clement, SJ; Almutairi, J; Xu, J";"McKee, D. W.; Clement, S. J.; Almutairi, J.; Xu, Jie";Massive-Scale Automation in Cyber-Physical Systems: Vision & Challenges
Esposito, E;Esposito, Elena;Artificial Communication? The Production of Contingency by Algorithms
Zhu, L;Zhu, Lin;Innovation Research on Cost Accounting of the Private University Education under Big Data Background-Taking a Private University in Zhengzhou as an Example
"Patil, SS; Sonavane, SP";"Patil, Sachin Subhash; Sonavane, Shefali Pratap";Enhanced Over_Sampling Techniques for Imbalanced Big Data Set Classification
"Fotache, M; Hrubaru, I; Tica, A";"Fotache, Marin; Hrubaru, Ionut; Tica, Alexandru";IN-MEMORY DATABASE SYSTEMS. THE CASE OF ORACLE VS. MICROSOFT SQL SERVER
Brandtzaeg, PB;Brandtzaeg, Petter Bae;Facebook is no Great equalizer: A big data approach to gender differences in civic engagement across countries
"Liu, YL; Wu, J; Xin, GJ";"Liu, Yuling; Wu, Jiao; Xin, Guojiang";Multi-keywords Carrier-free Text Steganography Based on Part of Speech Tagging
"Borges, MA; Correia, GMF; Igarashi, MD; Lopes, PB; Silva, LA";"Borges, Marco Aurelio; Correia, Gabriel Melo F.; Igarashi, Massaki de O.; Lopes, Paulo Batista; Silva, Leandro A.";An Architecture for the Internet of Things and the Use of Big Data Techniques in the Analysis of Carbon Monoxide
"Peralta, D; Garcia, S; Benitez, JM; Herrera, F";"Peralta, Daniel; Garcia, Salvador; Benitez, Jose M.; Herrera, Francisco";Minutiae-based fingerprint matching decomposition: Methodology for big data frameworks
"Pillmann, J; Wietfeld, C; Zarcula, A; Raugust, T; Alonso, DC";"Pillmann, Johannes; Wietfeld, Christian; Zarcula, Adrian; Raugust, Thomas; Alonso, Daniel Calvo";Novel Common Vehicle Information Model (CVIM) for Future Automotive Vehicle Big Data Marketplaces
"Queiroz, J; Barbosa, J; Dias, J; Leitao, P; Oliveira, E";"Queiroz, Jonas; Barbosa, Jose; Dias, Jose; Leitao, Paulo; Oliveira, Eugenio";Development of a Smart Electric Motor Testbed for Internet of Things and Big Data Technologies
"Rathor, A; Gyanchandani, M";"Rathor, Abhinav; Gyanchandani, Manasi";A Review at Machine Learning Algorithms Targeting Big Data Challenges
Doukas, N;Doukas, Nikolaos;Technologies for Greener Internet of Things Systems
"Zhang, LL; Wan, YW; Wang, L; Liu, H";"Zhang, Lili; Wan, Yunwu; Wang, Lei; Liu, Hui";Multiple system fusion research Based on Hadoop and ETL
"Smith, AM; Chaiet, SR";"Smith, Aaron M.; Chaiet, Scott R.";Big data in facial plastic and reconstructive surgery: from large databases to registries
"Liu, X; Burns, AC; Hou, YJ";"Liu, Xia; Burns, Alvin C.; Hou, Yingjian";An Investigation of Brand-Related User-Generated Content on Twitter
"Hirmer, P; Mitschang, B";"Hirmer, Pascal; Mitschang, Bernhard";TOSCA4Mashups: enhanced method for on-demand data mashup provisioning
"Cha, H; Rhee, Y; Chung, CJ";"Cha, Heewon; Rhee, Yunna; Chung, Chung Joo";Comparative nation-branding analysis of Big Data: Focusing on Korea and Japan
"Babar, M; Arif, F";"Babar, Muhammad; Arif, Fahim";Smart urban planning using Big Data analytics to contend with the interoperability in Internet of Things
"Kanaujia, PKM; Pandey, M; Rautaray, SS";"Kanaujia, Pradeep Kumar M.; Pandey, Manjusha; Rautaray, Siddharth Swarup";Real Time Financial Analysis Using Big Data Technologies
"Padillo, F; Luna, JM; Ventura, S";"Padillo, F.; Luna, J. M.; Ventura, S.";An evolutionary algorithm for mining rare association rules: a Big Data approach
Plase, D;Plase, Daiga;A Systematic Review of SQL-on-Hadoop by Using Compact Data Formats
"Bhaduri, M; Zhan, J; Chiu, C; Zhan, F";"Bhaduri, Moinak; Zhan, Justin; Chiu, Carter; Zhan, Felix";A Novel Online and Non-Parametric Approach for Drift Detection in Big Data
"Nicolae, B; Costa, CHA; Misale, C; Katrinis, K; Park, Y";"Nicolae, Bogdan; Costa, Carlos H. A.; Misale, Claudia; Katrinis, Kostas; Park, Yoonho";Leveraging Adaptive I/O to Optimize Collective Data Shuffling Patterns for Big Data Analytics
"Thanmayee; Prasad, HRM";"Thanmayee; Prasad, H. R. Manjunath";Revamped Market-Basket Analysis Using In-Memory Computation Framework
"Demchenko, Y; Belloum, A; de Laat, C; Wiktorski, T; Loomis, C; Spekschoor, E";"Demchenko, Yuri; Belloum, Adam; de Laat, Cees; Wiktorski, Tomasz; Loomis, Charles; Spekschoor, Erwin";Customisable Data Science Educational Environment: From Competences Management and Curriculum Design to Virtual Labs On-Demand
"Yang, ZH; Liu, XD; Mu, YS; Liu, XL";"Yang, Zhihao; Liu, Xiaodong; Mu, Yashuang; Liu, Xiaolin";A Parallel Fuzzy Rule Discovery Algorithm and Future Goods Automated Trading System
"He, SY; Dang, H; Zhang, MM";"He, Shaoyao; Dang, Hang; Zhang, Mengmiao";Research on Dynamic Changes of Urban Square Space in Spatial and Temporal Based on Baidu Thermal Diagram A Case Study on the Wuyi Square of Changsha
"Hsueh, SL; Cheng, AC";"Hsueh, S. -L; Cheng, A. -C";IMPROVING AIR QUALITY IN COMMUNITIES BY USING A MULTICRITERIA DECISION-MAKING MODEL BASED ON BIG DATA: A CRITICAL REVIEW
"Galic, Z; Meskovic, E; Osmanovic, D";"Galic, Zdravko; Meskovic, Emir; Osmanovic, Dario";Distributed processing of big mobility data as spatio-temporal data streams
"Balaban, O; Tuncer, B";"Balaban, Oezguen; Tuncer, Bige";Visualizing and Analising Urban Leisure Runs by Using Sports Tracking Data
"Sarnovsky, M; Bednar, P; Smatana, M";"Sarnovsky, M.; Bednar, P.; Smatana, M.";Data integration in scalable data analytics platform for process industries
"Li, BJ; Chen, S; Lu, YX; He, WS; Zeng, XM";"Li Baojie; Chen Shuo; Lu Yuxin; He Weisheng; Zeng Xiaoming";Three-Stage Lossless Compression Technique For Processing PMU Big Data In Modern Smart Grid
"Burykin, IM; Aleyeva, GN; Hafizyanova, RH";"Burykin, I. M.; Aleyeva, G. N.; Hafizyanova, R. H.";Prospective Value et Big Data Analysis Method for Assessment of Pharmacotherapy Quality and Efficacy in Patients with Arterial Hypertension
"Jung, WI; Lowe, L; Rabelo, L; Lee, G; Kwon, O";"Jung, Won Il; Lowe, Larry; Rabelo, Luis; Lee, Gene; Kwon, Ojeong";A Methodology on Guiding Effectiveness-Focused Training of the Weapon Operator Using Big Data and VC Simulations
"Oravecz, Z; Huentelman, M; Vandekerckhove, J";"Oravecz, Zita; Huentelman, Matt; Vandekerckhove, Joachim";SEQUENTIAL BAYESIAN UPDATING FOR BIG DATA
"Klein, GH; Neto, PG; Tezza, R";"Klein, Gisiela Hasse; Neto, Pedro Guidi; Tezza, Rafael";Big Data and social media: surveillance of networks as management tool
"Kassim, MRM; Harun, AN";"Kassim, Mohamed Rawidean Mohd; Harun, Ahmad Nizar";Wireless Sensor Networks and Cloud Computing Integrated Architecture for Agricultural Environment Applications
Milovidov, VD;Milovidov, Vladimir D.;INFORMATION ASYMMETRY AND BIG DATA: SHOULD FINANCIAL MARKET PARADIGM BE REVISED?
Edison, A;Edison, Andrew;AVOIDING A DATA CENTRE FAIL
"Seraoui, Y; Raouyane, B; Bellafkih, M";"Seraoui, Youssef; Raouyane, Brahim; Bellafkih, Mostafa";An Extended IMS Framework With a High-Performance and Scalable Distributed Storage and Computing System
"Shalini; Jain, SK";"Shalini; Jain, Sanjay Kumar";A Frequent Itemset Reduction Algorithm for Global Pattern Mining on Distributed Data Streams
Yuan, YY;Yuan, Yihong;Exploring the Spatial Decay Effect in Mass Media and Location-Based Social Media: A Case Study of China
"Fan, M; Zhang, B; Yao, Q; Zhang, JL; Huang, DR; Han, Q";"Fan, Min; Zhang, Bo; Yao, Qiang; Zhang, Jianliang; Huang, Darong; Han, Qi";Smart Distribution Network Operating Condition Recognition Based on Big Data Analysis
"Yao, Y; Cao, J";"Yao, Yan; Cao, Jian";An Adaptive Scheduling Mechanism for Analytical Workflow Model
"Bruno, R; Ferreira, P";"Bruno, Rodrigo; Ferreira, Paulo";POLM2: Automatic Profiling for Object Lifetime-Aware Memory Management for HotSpot Big Data Applications
"Pruengkarn, R; Wong, KW; Fung, CC";"Pruengkarn, Ratchakoon; Wong, Kok Wai; Fung, Chun Che";A Review of Data Mining Techniques and Applications
"Held, J; Lorimer, T; Albert, C; Stoop, R";"Held, Jenny; Lorimer, Tom; Albert, Carlo; Stoop, Ruedi";Hebbian Learning Clustering with Rulkov Neurons
Alasti, H;Alasti, Hadi;An On-demand Compressed Sensing Approach for Spatial Monitoring of Correlated Big Data using Multi-Contours in Dense Wireless Sensor Network
"Ting, HW; Chien, TY; Lai, KR; Pan, RH; Wu, KH; Chen, JM; Chan, CL";"Ting, Hsien-Wei; Chien, Ting-Ying; Lai, K. Robert; Pan, Ren-Hao; Wu, Kuan-Hsien; Chen, Jun-Min; Chan, Chien-Lung";Differences in Spontaneous Intracerebral Hemorrhage Cases between Urban and Rural Regions of Taiwan: Big Data Analytics of Government Open Data
"Chen, ZX; He, YH; Han, X; Gu, CC";"Chen, Zhaoxiang; He, Yihai; Han, Xiao; Gu, Changchao";Health State Modeling for Complex Manufacturing System Based on RQR Chain and Hidden Markov Model
"Chen, D; Hu, YY; Wang, LZ; Zomaya, AY; Li, XL";"Chen, Dan; Hu, Yangyang; Wang, Lizhe; Zomaya, Albert Y.; Li, Xiaoli";H-PARAFAC: Hierarchical Parallel Factor Analysis of Multidimensional Big Data
"Pincetl, S; Newell, JP";"Pincetl, Stephanie; Newell, Joshua P.";Why data for a political-industrial ecology of cities?
"Zhu, NF; Zhang, M; Feng, DG; He, JS";"Zhu, Nafei; Zhang, Min; Feng, Dengguo; He, Jingsha";How Well Can WordNet Measure Privacy: A Comparative Study?
Borges-Rey, EL;Borges-Rey, Eddy L.;Data Literacy and Citizenship: Understanding 'Big Data' to Boost Teaching and Learning in Science and Mathematics
Pratoomsuwan, T;Pratoomsuwan, Thanyawee;Audit prices and Big 4 fee premiums: further evidence from Thailand
Hacker, P;Hacker, Philipp;Personalizing EU Private Law: From Disclosures to Nudges and Mandates
"Uddin, MN; Lie, H; Li, H";"Uddin, Mohammad Nashir; Lie, He; Li, Hao";Hybrid Cloud Computing and Integrated Transport System
"Hu, HX; Tang, B; Gong, XJ; Wei, W; Wang, HH";"Hu, Hexuan; Tang, Bo; Gong, Xuejiao; Wei, Wei; Wang, Huihui";Intelligent Fault Diagnosis of the High-Speed Train With Big Data Based on Deep Neural Networks
"Huang, C; Lu, RX; Choo, KKR";"Huang, Cheng; Lu, Rongxing; Choo, Kim-Kwang Raymond";Secure and flexible cloud-assisted association rule mining over horizontally partitioned databases
"Kaplunovich, A; Yesha, Y";"Kaplunovich, Alex; Yesha, Yelena";Cloud Big Data Decision Support System for Machine Learning on AWS
Lee, CKH;Lee, C. K. H.;A GA-based optimisation model for big data analytics supporting anticipatory shipping in Retail 4.0
"Wang, Q; Hu, SS; Du, MX; Wang, JJ; Ren, K";"Wang, Qian; Hu, Shengshan; Du, Minxin; Wang, Jingjun; Ren, Kui";Learning Privately: Privacy-Preserving Canonical Correlation Analysis for Cross-Media Retrieval
Wang, AZ;Wang Aizhong;Tourism Product Development in the Pattern of Smart Tourist Consumption
"Miller, C; Meggers, F";"Miller, Clayton; Meggers, Forrest";The Building Data Genome Project: An open, public data set from non-residential building electrical meters
"Zhao, R; Meng, ZP; Zheng, Y; Jin, QG; Ruan, AB; Xie, HL";"Zhao, Rui; Meng, Zhaopeng; Zheng, Yan; Jin, Qiangguo; Ruan, Anbang; Xie, Hanglun";SOMR: Towards a Security-Oriented MapReduce Infrastructure
van den Homberg, M;van den Homberg, Marc;Toward a Balkans' Data for Disaster Management Collaborative?
"Exposito, RR; Veiga, J; Gonzalez-Dominguez, J; Tourino, J";"Exposito, Roberto R.; Veiga, Jorge; Gonzalez-Dominguez, Jorge; Tourino, Juan";MarDRe: efficient MapReduce-based removal of duplicate DNA reads in the cloud
"Wurmseher, M; Firmin, L";"Wurmseher, Martin; Firmin, Lea";Nanobiotech in big pharma: a business perspective
"Mera, D; Batko, M; Zezula, P";"Mera, David; Batko, Michal; Zezula, Pavel";Speeding up the multimedia feature extraction: a comparative study on the big data approach
"Li, JC; Huang, XY";"Li, Jicheng; Huang, Xinyue";Target customer selection method based on data mining in big data environment
"Liu, GY; Liu, KW; Shi, D; Zhu, WD; Wang, ZW; Chen, X";"Liu, Guangyi; Liu, Kewen; Shi, Di; Zhu, Wendong; Wang, Zhiwei; Chen, Xi";Graph Computation and Its Applications in Smart Grid
"Tuncer, B; You, LL";"Tuncer, Bige; You, Linlin";Informed Design Platform Multi-modal Data to Support Urban Design Decision Making
"Sun, XB; Li, SX; Lei, JG";"Sun, Xibin; Li, Shaoxun; Lei, Jiangang";An Ensemble Method for Multiple Source Images Fusion in Smart City
"Fernandez-Rodriguez, JY; Alvarez-Garcia, JA; Fisteus, JA; Luaces, MR; Magana, VC";"Fernandez-Rodriguez, Jorge Y.; Alvarez-Garcia, Juan A.; Arias Fisteus, Jesus; Luaces, Miguel R.; Corcoba Magana, Victor";Benchmarking real-time vehicle data streaming models for a smart city
"Berral, JL; Poggi, N; Carrera, D; Call, A; Reinauer, R; Green, D";"Berral, Josep Lluis; Poggi, Nicolas; Carrera, David; Call, Aaron; Reinauer, Rob; Green, Daron";ALOJA: A Frame work for Benchmarking and Predictive Analytics in Hadoop Deployments
"Abid, MR; Lghoul, R; Benhaddou, D";"Abid, Mohamed Riduan; Lghoul, Rachid; Benhaddou, Driss";ICT for Renewable Energy Integration into Smart Buildings: IoT and Big Data Approach
"Chaoul, L; Valette, V; Frezouls, B";"Chaoul, Laurence; Valette, Veronique; Frezouls, Benoit";Gaia Processing a Billion Stars: A Big Data Story
"Chen, XG; Zhu, ZT; Dai, YH";"Chen, Xingguang; Zhu, Zhentao; Dai, Yunhai";Exploring Cooperation in Traffic and Transportation Systems: Concepts, Principles and Approaches
Madar, L;Madar, Laszlo;EXTENSION OF BANK APPLICATION SCORING MODEL WITH BIG DATA ANALYSIS
Webster, JG;Webster, James G.;Three myths of digital media
Bartonek, D;Bartonek, Dalibor;The Possibilities of Big GIS Data Processing on the Desktop Computers
"Chonbodeechalermroong, A; Hewett, R";"Chonbodeechalermroong, Ariyawat; Hewett, Rattikorn";Towards Visualizing Big Data with Large-Scale Edge Constraint Graph Drawing
"Chen, C; Li, KL; Ouyang, AJ; Tang, Z; Li, KQ";"Chen, Cen; Li, Kenli; Ouyang, Aijia; Tang, Zhuo; Li, Keqin";GPU-Accelerated Parallel Hierarchical Extreme Learning Machine on Flink for Big Data
"Wu, YY; Fong, SM; Zhuang, Y";"Wu, Yaoyang; Fong, Simon; Zhuang, Yan";General Precautions against Security Threats for Computer Networks in SMEs: From the Perspective of Big Data and IOT
"Dai, WY; Qiu, MK; Qiu, LF; Chen, LB; Wu, A";"Dai, Wenyun; Qiu, Meikang; Qiu, Longfei; Chen, Longbin; Wu, Ana";Who Moved My Data? Privacy Protection in Smartphones
"Putri, FK; Song, G; Kwon, J; Rao, P";"Putri, Fadhilah Kurnia; Song, Giltae; Kwon, Joonho; Rao, Praveen";DISPAQ: Distributed Profitable-Area Query from Big Taxi Trip Data
"Koch, C; Beemsterboer, S";"Koch, Christian; Beemsterboer, Sjouke";Making an engine: performativities of building information standards
"Cuzzocrea, A; Shahriar, H";"Cuzzocrea, Alfredo; Shahriar, Hossain";Data Masking Techniques for NoSQL Database Security: A Systematic Review
"Misale, C; Drocco, M; Aldinucci, M; Tremblay, G";"Misale, Claudia; Drocco, Maurizio; Aldinucci, Marco; Tremblay, Guy";A Comparison of Big Data Frameworks on a Layered Dataflow Model
"Zhang, Y; Jin, ZZ; Mu, WM; Wang, WP";"Zhang, Yun; Jin, Zong-ze; Mu, Wei-min; Wang, Wei-ping";Research of Distinct Algorithm of Short Text Based on Simhash
"Agrawal, SR; Idicula, S; Raghavan, A; Vlachos, E; Govindaraju, V; Varadarajan, V; Balkesen, C; Giannikis, G; Roth, C; Agarwal, N; Sedlar, E";"Agrawal, Sandeep R.; Idicula, Sam; Raghavan, Arun; Vlachos, Evangelos; Govindaraju, Venkatraman; Varadarajan, Venkatanathan; Balkesen, Cagri; Giannikis, Georgios; Roth, Charlie; Agarwal, Nipun; Sedlar, Eric";A Many-core Architecture for In-Memory Data Processing
"Harb, H; Makhoul, A; Tawbi, S; Couturier, R";"Harb, Hassan; Makhoul, Abdallah; Tawbi, Samar; Couturier, Raphael";Comparison of Different Data Aggregation Techniques in Distributed Sensor Networks
"Li, XY; Kang, YF; Hu, X; Li, J";"Li Xuyang; Kang Yanfang; Hu Xin; Li Juan";Research on investment model of power cable about big data
"Lambropoulos, N; Fardoun, HM; Alghazzawi, DM";"Lambropoulos, Niki; Fardoun, Habib M.; Alghazzawi, Daniyal M.";Social Networks Serendipity for Educational Learning by Surprise from Big and Small Data Analysis
"Jayalakshmi, G; Anuradha, T";"Jayalakshmi, G.; Anuradha, T.";Big Data Technologies for Predicting Epidemics and Enhancing the Quality of Human Life
"Romanowski, A; Skuza, M";"Romanowski, Andrzej; Skuza, Michal";Towards Predicting Stock Price Moves with Aid of Sentiment Analysis of Twitter Social Network Data and Big Data Processing Environment
"Abid, A; Kachouri, A; Mahfoudhi, A";"Abid, A.; Kachouri, A.; Mahfoudhi, A.";Data Analysis and Outlier Detection in Smart City
"Gardikis, G; Tzoulas, K; Tripolitis, K; Bartzas, A; Costicoglou, S; Gaston, B; Fernandez, C; Davila, C; Jacquin, L; Attak, H; Katsianis, D; Neokosmidis, I; Batista, T; Preto, R; Lioy, A; Litke, A; Papadakis, N; Papadopoulos, D; Pastor, A; Nunez, J; Davri, N; Xylouris, G; Kafetzakis, M; Terranova, M; Giustozzi, C; Trouva, E; Angelopoulos, Y; Kourtis, A";"Gardikis, G.; Tzoulas, K.; Tripolitis, K.; Bartzas, A.; Costicoglou, S.; Gaston, B.; Fernandez, C.; Davila, C.; Jacquin, L.; Attak, H.; Katsianis, D.; Neokosmidis, I.; Batista, T.; Preto, R.; Lioy, Antonio; Litke, A.; Papadakis, N.; Papadopoulos, D.; Pastor, A.; Nunez, J.; Davri, N.; Xylouris, G.; Kafetzakis, M.; Terranova, M.; Giustozzi, C.; Trouva, E.; Angelopoulos, Y.; Kourtis, A.";SHIELD: A Novel NFV-based Cybersecurity Framework
"Chen, WL; Kan, CD; Lin, CH";"Chen, Wei-Ling; Kan, Chung-Dann; Lin, Chia-Hung";Assessment of inflow and outflow stenoses using big spectral data and radial-based colour relation analysis on in vitro arteriovenous graft biophysical experimental model
"Phinney, MA; Zhuang, Y; Lander, S; Sheets, L; Parker, JC; Shyu, CR";"Phinney, Michael A.; Zhuang, Yan; Lander, Sean; Sheets, Lincoln; Parker, Jerry C.; Shyu, Chi-Ren";Contrast Mining for Pattern Discovery and Descriptive Analytics to Tailor Sub-Groups of Patients Using Big Data Solutions
"Xu, SJ; Tan, KH";"Xu, Shuojiang; Tan, Kim Hua";Data-Driven Inventory Management in the Healthcare Supply Chain
Riddle, MS;Riddle, Mark S.;Big Data Meet Precision Public Health: The Modeling of Acute Gastroenteritis, Norovirus and Its Present and Future Utility
"Gkorou, D; Ypma, A; Tsirogiannis, G; Giollo, M; Sonntag, D; Vinken, G; van Haren, R; van Wijk, RJ; Nije, J; Hoogenboom, T";"Gkorou, Dimitra; Ypma, Alexander; Tsirogiannis, George; Giollo, Manuel; Sonntag, Dag; Vinken, Geert; van Haren, Richard; van Wijk, Robert Jan; Nije, Jelle; Hoogenboom, Tom";Towards Big Data Visualization for Monitoring and Diagnostics of High Volume Semiconductor Manufacturing
"Rahmani, M; Atia, GK";"Rahmani, Mostafa; Atia, George K.";Spatial Random Sampling: A Structure-Preserving Data Sketching Tool
"Zdraveski, V; Mishev, K; Trajanov, D; Kocarev, L";"Zdraveski, Vladimir; Mishev, Kostadin; Trajanov, Dimitar; Kocarev, Ljupco";ISO-Standardized Smart City Platform Architecture and Dashboard
"Khezr, SN; Navimipour, NJ";"Khezr, Seyed Nima; Navimipour, Nima Jafari";MapReduce and Its Applications, Challenges, and Architecture: a Comprehensive Review and Directions for Future Research
"Sheshasaayee, A; Megala, R";"Sheshasaayee, Ananthi; Megala, R.";A Theoretical Framework for Cloud Resource Provisioning using MapReduce Technique
"Aikema, D; Simmonds, R; Taylor, R";"Aikema, David; Simmonds, Rob; Taylor, Russ";CyberSKA
"Son, LH; Tien, ND";"Le Hoang Son; Nguyen Dang Tien";Tune Up Fuzzy C-Means for Big Data: Some Novel Hybrid Clustering Algorithms Based on Initial Selection and Incremental Clustering
"Saltz, JS; Grady, NW";"Saltz, Jeffrey S.; Grady, Nancy W.";The Ambiguity of Data Science Team Roles and the Need for a Data Science Workforce Framework
