Author short Names;authors;articles
"Zhu, XF; Sanroma, G; Zhang, JL; Munsell, BC";"Zhu, Xiaofeng; Sanroma, Gerard; Zhang, Jilian; Munsell, Brent C.";Editorial: Deep Mining Big Social Data
Bian, W;Bian, Wei;Construction of Multimedia Teaching Resource Management Evaluation Model in the Big Data Environment
"Dipnall, JF; Pasco, JA; Berk, M; Williams, LJ; Dodd, S; Jacka, FN; Meyer, D";"Dipnall, Joanna F.; Pasco, Julie A.; Berk, Michael; Williams, Lana J.; Dodd, Seetal; Jacka, Felice N.; Meyer, Denny";Response to 'Pitfalls of big data'
"Raza, MR; Rostami, A; Wosinska, L; Monti, P";"Raza, M. R.; Rostami, A.; Wosinska, L.; Monti, P.";Resource Orchestration Meets Big Data Analytics: The Dynamic Slicing Use Case
"Kuiler, EW; McNeely, CL";"Kuiler, Erik W.; McNeely, Connie L.";Federal Big Data Analytics in the Health Domain: An Ontological Approach to Data Interoperability
"Barr, GD; Stewart, TJ; Kantor, BS";"Barr, Graham D.; Stewart, Theodor J.; Kantor, Brian S.";Big Data Analysis: Putting the Data Cart Before the Modelling Horse?
Dietz, S;Dietz, Sebastian;Humanizing Big Data: Marketing at the Meeting of Data, Social Science and Consumer Insight
"Leung, CK; Jiang, F; Poon, TW; Crevier, PE";"Leung, Carson K.; Jiang, Fan; Poon, Tik Wai; Crevier, Paul-Emile";Big Data Analytics of Social Network Data: Who Cares Most About You on Facebook?
"Wamba, SF; Gunasekaran, A; Papadopoulos, T; Ngai, E";"Wamba, Samuel Fosso; Gunasekaran, Angappa; Papadopoulos, Thanos; Ngai, Eric";Big data analytics in logistics and supply chain management
"Carlos, RC; Kahn, CE; Halabi, S";"Carlos, Ruth C.; Kahn, Charles E.; Halabi, Safwan";Data Science: Big Data, Machine Learning, and Artificial Intelligence (vol 15, pg 497, 2018)
"Awan, MG; Eslami, T; Saeed, F";"Awan, Muaaz Gul; Eslami, Taban; Saeed, Fahad";GPU-DAEMON: GPU algorithm design, data management & optimization template for array based big omics data
"El Arass, M; Souissi, N";"El Arass, M.; Souissi, N.";Data Lifecycle: From Big Data to Smart Data
"Aragona, B; Felaco, C; Marino, M";"Aragona, Biagio; Felaco, Cristiano; Marino, Marina";THE POLITICS OF BIG DATA ASSEMBLAGES
"Mink, D; Glisson, WB; Benton, R; Choo, KKR";"Mink, Dustin; Glisson, William Bradley; Benton, Ryan; Choo, Kim-Kwang Raymond";Manipulating the Five V's in the Next Generation Air Transportation System
Redden, J;Redden, Joanna;Democratic governance in an age of datafication: Lessons from mapping government discourses and practices
"Huda, M; Maseleno, A; Teh, KSM; Don, AG; Basiron, B; Jasmi, KA; Mustari, MI; Nasir, BM; Ahmad, R";"Huda, Miftachul; Maseleno, Andino; Teh, Kamarul Shukri Mat; Don, Abdul Ghafar; Basiron, Bushrah; Jasmi, Kamarul Azmi; Mustari, Mohd Ismail; Nasir, Badlihisham Mohd; Ahmad, Roslee";Understanding Modern Learning Environment (MLE) in Big Data Era
Alemanno, A;Alemanno, Alberto;Big Data for Good: Unlocking Privately-Held Data to the Benefit of the Many
"Noghani, KA; Benet, CH; Taheri, J";"Noghani, Kyoomars Alizadeh; Benet, Cristian Hernandez; Taheri, Javid";SDN helps volume in Big Data
Loyola, M;Loyola, Mauricio;BIG DATA IN BUILDING DESIGN: A REVIEW
"Nurhayati; Kania, TS; Wardhani, LK; Hakiem, N; Busman; Maarif, H";"Nurhayati; Kania, T. S.; Wardhani, L. K.; Hakiem, N.; Busman; Maarif, Haris";Big Data Technology for Comparative Study of K-Means and Fuzzy C-Means Algorithms Performance
"Divate, R; Sah, S; Singh, M";"Divate, Rishi; Sah, Sankalp; Singh, Manish";High Performance Computing and Big Data
"Gupta, P; Jindal, R; Sharma, A";"Gupta, Preeti; Jindal, Rajni; Sharma, Arun";Community Trolling: An Active Learning Approach for Topic Based Community Detection in Big Data
"Li, X; Yang, SB";"Li, Xue; Yang, Shaobing";Big Data Analysis Model of Power Customer Satisfaction Based on ANP
"Ren, XP; Nan, F; Wang, J";"Ren, Xiaoping; Nan, Fang; Wang, Jian";Uncertainty Evaluation for Big Data of Mass Standards in a Key Comparison
Zhu, T;Zhu, Tong;Social Public Security Management in Intelligent City Based on Fast Big Data Analysis
"Galar, M; Triguero, I; Bustince, H; Herrera, F";"Galar, M.; Triguero, I.; Bustince, H.; Herrera, F.";A Preliminary Study of the Feasibility of Global Evolutionary Feature Selection for Big Datasets under Apache Spark
Perkel, JM;Perkel, Jeffrey M.;Big data fresh from the sea
May, M;May, Mike;Translating big data: The proteomics challenge
"Farkhadov, M; Kalegin, S; Farkhadova, M";"Farkhadov, Mais; Kalegin, Sergey; Farkhadova, Mukhabbat";Automated language detection in the global monitoring systems of the infomation space with big data
"Suganya, R; Rajaram, S; Abdullah, AS";"Suganya, R.; Rajaram, S.; Abdullah, A. Sheik";Big Data in Medical Image Processing
"Akhtar, F; Thyagaraj, KS; Das, N";"Akhtar, Fatima; Thyagaraj, K. S.; Das, Niladri";Perceived Investment Performance of Individual Investors is Related to the Big-Five and the General Factor of Personality (GPF)
Sarf, P;Sarf, Pika;Big Data, Crime and Social Control
"Grant, NE; Rogers, P";"Grant, Nichole E.; Rogers, Pamela";CYBORG POLITICS Body-Data Assemblages and the Limits of Institutional Resistance
"Grubov, V; Maksimenko, V; Nedaivozov, V; Kirsanov, D";"Grubov, Vadim; Maksimenko, Vladimir; Nedaivozov, Vladimir; Kirsanov, Daniil";REAL-TIME BIG EEG DATA PROCESSING WITH CUDA PARALLEL COMPUTING TECHNOLOGY
"Feng, MC; Zheng, JB; Ren, JC; Liu, YQ";"Feng, Mingchen; Zheng, Jiangbin; Ren, Jinchang; Liu, Yanqin";Towards Big Data Analytics and Mining for UK Traffic Accident Analysis, Visualization & Prediction
"Szczypiorski, K; Wang, LQ; Luo, XY; Ye, DP";"Szczypiorski, Krzysztof; Wang, Liqiang; Luo, Xiangyang; Ye, Dengpan";Big Data Analytics for Information Security
She, YD;She, Yanda;A Study on Knowledge Discovery based on Big Data Background of Visceral Manifestation Theory in Huangdi's Internal Classic of Medicine
"Danyaro, KU; Liew, MS";"Danyaro, Kamaluddeen Usman; Liew, M. S.";A Proposed Methodology for Integrating Oil and Gas Data Using Semantic Big Data Technology
"Li, YZ; Li, Y; Luo, X";"Li, Yongzhong; Li, Yi; Luo, Xuan";An Adaptive Blind Watermarking Algorithm Based on DCT and Its Application in Big Data
"Zhou, SG; Zhang, F; Zhang, L";"Zhou, Shuigeng; Zhang, Fa; Zhang, Le";Bioinformatics in Biological Big Data Era
"Chen, JJ; Wang, HG";"Chen, Jinjun; Wang, Honggang";Guest Editorial: Big Data Infrastructure I
Srinivasan, S;Srinivasan, S.;Guide to Big Data Applications Preface
"Del Vecchio, P; Mele, G; Ndou, V; Secundo, G";"Del Vecchio, Pasquale; Mele, Gioconda; Ndou, Valentina; Secundo, Giustina";Open Innovation and Social Big Data for Sustainability: Evidence from the Tourism Industry
"Chen, JJ; Wang, HG";"Chen, Jinjun; Wang, Honggang";Guest Editorial: Big Data Infrastructure II
"Jindal, A; Dua, A; Kumar, N; Das, AK; Vasilakos, AV; Rodrigues, JJPC";"Jindal, Anish; Dua, Amit; Kumar, Neeraj; Das, Ashok Kumar; Vasilakos, Athanasios V.; Rodrigues, Joel J. P. C.";Providing Healthcare-as-a-Service Using Fuzzy Rule Based Big Data Analytics in Cloud Computing
"Teing, YY; Dehghantanha, A; Choo, KKR";"Teing, Yee-Yang; Dehghantanha, Ali; Choo, Kim-Kwang Raymond";CloudMe forensics: A case of big data forensic investigation
"Wang, S; Liang, YC; Li, WD; Cai, XT";"Wang, S.; Liang, Y. C.; Li, W. D.; Cai, X. T.";Big Data enabled Intelligent Immune System for energy efficient manufacturing management
"Torres, JF; Galicia, A; Troncoso, A; Martinez-Alvarez, F";"Torres, J. F.; Galicia, A.; Troncoso, A.; Martinez-Alvarez, F.";A scalable approach based on deep learning for big data time series forecasting
Zhang, Y;Zhang, Yang;The Internet in China: New Methods and Opportunities
"Hu, DQ; Lv, F; Wang, CX; Cui, HM; Wang, L; Liu, Y; Feng, XB";"Hu, Danqi; Lv, Fang; Wang, Chenxi; Cui, Hui-Min; Wang, Lei; Liu, Ying; Feng, Xiao-Bing";NVM Streaker: a fast and reconfigurable performance simulator for non-volatile memory-based memory architecture
DeLisi, M;DeLisi, Matt;The big data potential of epidemiological studies for criminology and forensics
"Liang, TP; Guo, XT; Shen, K";"Liang, Ting-Peng; Guo, Xitong; Shen, Kathy";Big Data Analytics for Business Intelligence
Green, N;Green, Nicola;Big Data's methodological challenges
"Huang, L; Wu, C; Wang, B; Ouyang, QM";"Huang, Lang; Wu, Chao; Wang, Bing; Ouyang, Qiumei";Big-data-driven safety decision-making: A conceptual framework and its influencing factors
"Abdel-Hamid, NB; ElGhamrawy, S; El Desouky, A; Arafat, H";"Abdel-Hamid, Nahla B.; ElGhamrawy, Sally; El Desouky, Ali; Arafat, Hesham";A Dynamic Spark-based Classification Framework for Imbalanced Big Data
"Veiga, J; Enes, J; Exposito, RR; Tourino, J";"Veiga, Jorge; Enes, Jonatan; Exposito, Roberto R.; Tourino, Juan";BDEv 3.0: Energy efficiency and microarchitectural characterization of Big Data processing frameworks
"Anisetti, M; Ardagna, C; Bellandi, V; Cremonini, M; Frati, F; Damiani, E";"Anisetti, Marco; Ardagna, Claudio; Bellandi, Valerio; Cremonini, Marco; Frati, Fulvio; Damiani, Ernesto";Privacy-aware Big Data Analytics as a service for public health policies in smart cities
"Sinaeepourfard, A; Krogstie, J; Petersen, SA; Gustaysen, A";"Sinaeepourfard, Amir; Krogstie, John; Petersen, Sobah Abbas; Gustaysen, Arild";A Zero Emission Neighbourhoods Data Management Architecture for Smart City Scenarios: Discussions toward 6Vs challenges
"Kumar, TP; Manjunath, TN; Hegadi, RS";"Kumar, Puneeth T.; Manjunath, T. N.; Hegadi, Ravindra S.";Literature Review on Big Data Analytics and Demand Modeling in Supply Chain
"Diou, C; Ioakeimidis, I; Charmandari, E; Kassari, P; Lekka, I; Mars, M; Bergh, C; Kechadi, T; Doyle, G; O'Malley, G; Heimeier, R; Lindroos, AK; Sotiriou, S; Koukoula, E; Guillen, S; Lymperopoulos, G; Maglaveras, N; Delopoulos, A";"Diou, Christos; Ioakeimidis, Ioannis; Charmandari, Evangelia; Kassari, Penio; Lekka, Irini; Mars, Monica; Bergh, Cecilia; Kechadi, Tahar; Doyle, Gerardine; O'Malley, Grace; Heimeier, Rachel; Lindroos, Anna Karin; Sotiriou, Sofoklis; Koukoula, Evangelia; Guillen, Sergio; Lymperopoulos, George; Maglaveras, Nicos; Delopoulos, Anastasios";BigO: Big Data Against Childhood Obesity
"Deng, M; Cao, YY";"Deng, Ming; Cao, Yuying";Innovation and Effect Evaluation Model of Education and Training Outsourcing of State-owned Enterprises under Big Data
"Tona, O; Someh, IA; Mohajeri, K; Shanks, G; Davern, M; Carlsson, S; Kajtazi, M";"Tona, Olgerta; Someh, Ida Asadi; Mohajeri, Kaveh; Shanks, Graeme; Davern, Michael; Carlsson, Sven; Kajtazi, Miranda";Towards Ethical Big Data Artifacts: A Conceptual Design
"Makrani, HM; Rafatirad, S; Houmansadr, A; Homayoun, H";"Makrani, Hosein Mohammadi; Rafatirad, Setareh; Houmansadr, Amir; Homayoun, Houman";Main-Memory Requirements of Big Data Applications on Commodity Server Platform
"Wang, G; Gunasekaran, A; Ngai, EWT";"Wang, Gang; Gunasekaran, Angappa; Ngai, Eric W. T.";Distribution network design with big data: model and analysis
Granshaw, SI;Granshaw, Stuart I.;Big data and the fourth paradigm
Geradts, Z;Geradts, Zeno;Digital, big data and computational forensics
"Kausar, S; Xu, HH; Hussain, I; Zhu, WH; Zahid, M";"Kausar, Samina; Xu Huahu; Hussain, Iftikhar; Zhu Wenhao; Zahid, Misha";Integration of Data Mining Clustering Approach in the Personalized E-Learning System
"Nguyen, VG; Brunstrom, A; Grinnemo, KJ; Taheri, J";"Nguyen, Van-Giang; Brunstrom, Anna; Grinnemo, Karl-Johan; Taheri, Javid";SDN helps velocity in Big Data
"Ku, TY; Park, WK; Choi, H";"Ku, Tai-Yeon; Park, Wan-Ki; Choi, Hoon";Energy Peak Reduction Mechanism with Prediction of Demand and PV Generation on big data
Kembhavi, A;Kembhavi, Ajit;Big Data in Astronomy and Beyond
"Jiang, YX; Huang, Z; Tsang, DHK";"Jiang, Yuxuan; Huang, Zhe; Tsang, Danny H. K.";Towards Max-Min Fair Resource Allocation for Stream Big Data Analytics in Shared Clouds
"Hui, P; Li, Y; Ott, J; Uhlig, S; Han, B; Tan, K";"Hui, Pan; Li, Yong; Ott, Joerg; Uhlig, Steve; Han, Bo; Tan, Kun";MOBILE BIG DATA FOR URBAN ANALYTICS
Batty, M;Batty, Michael;Big Data for Regional Science Foreword
"Majumdar, A; Bose, I";"Majumdar, Adrija; Bose, Indranil";Detection of financial rumors using big data analytics: the case of the Bombay Stock Exchange
"Menon, VK; Variyar, VS; Soman, KP; Gopalakrishnan, EA; Kottayil, SK; Almas, MS; Nordstrom, L";"Menon, Vijay Krishna; Variyar, Sajith V.; Soman, K. P.; Gopalakrishnan, E. A.; Kottayil, Sasi K.; Almas, Muhammad Shoaib; Nordstrom, Lars";A Spark (TM) Based Client for Synchrophasor Data Stream Processing
"Lv, YR; Sun, B; Luo, QY; Wang, J; Yu, ZB; Qian, XH";"Lv, Yirong; Sun, Bin; Luo, Qinyi; Wang, Jing; Yu, Zhibin; Qian, Xuehai";CounterMiner: Mining Big Performance Data from Hardware Counters
"He, SQ; Cheng, B; Wang, HF; Xiao, XL; Cao, YP; Chen, JL";"He, Shuqing; Cheng, Bo; Wang, Haifeng; Xiao, Xuelian; Cao, Yunpeng; Chen, Junliang";Data Security Storage Model for Fog Computing in Large-Scale IoT Application
"Herman, J; Herman, H; Mathews, MJ; Vosloo, JC";"Herman, Jacobus; Herman, Hendrik; Mathews, Marc John; Vosloo, Jan Corne";Using big data for insights into sustainable energy consumption in industrial and mining sectors
"Liu, HZ; Liu, BS; Yang, LT; Lin, M; Deng, YH; Bilal, K; Khan, SU";"Liu, Huazhong; Liu, Baoshun; Yang, Laurence T.; Lin, Man; Deng, Yuhui; Bilal, Kashif; Khan, Samee U.";Thermal-Aware and DVFS-Enabled Big Data Task Scheduling for Data Centers
"Khoury, MJ; Engelgau, M; Chambers, DA; Mensah, GA";"Khoury, Muin J.; Engelgau, Michael; Chambers, David A.; Mensah, George A.";Beyond Public Health Genomics: Can Big Data and Predictive Analytics Deliver Precision Public Health?
"Bhatti, SK; Lali, MIU; Shahzad, B; Javid, F; Mangla, FU; Ramzan, M";"Bhatti, Shafaan Khaliq; Lali, M. Ikram Ullah; Shahzad, Basit; Javid, Farooq; Mangla, Fakhar Ullah; Ramzan, Muhammad";Leveraging the Big Data Produced by the Network to Take Intelligent Decisions on Flow Management
"Rao, HK; Liu, AP; Zeng, Z";"Rao, Hui-ke; Liu, Ai-ping; Zeng, Zhi";Research on Personalized Referral Service and Big Data Mining for E-commerce with Machine Learning
"Manduchi, G; Luchetta, A; Taliercio, C; Rigoni, A";"Manduchi, G.; Luchetta, A.; Taliercio, C.; Rigoni, A.";Big data requirements in current and next fusion research experiments
"Li, XM; Li, D; Li, S; Wang, SY; Liu, CL";"Li, Xiaomin; Li, Di; Li, Song; Wang, Shiyong; Liu, Chengliang";Exploiting Industrial Big Data Strategy for Load Balancing in Industrial Wireless Mobile Networks
"Baldassarre, MT; Caballero, I; Caivano, D; Garcia, BR; Piattini, M";"Baldassarre, Maria Teresa; Caballero, Ismael; Caivano, Danilo; Garcia, Bibiano Rivas; Piattini, Mario";From Big Data to Smart Data: A Data Quality Perspective
"Al-Salim, AM; El-Gorashi, TEH; Lawey, AQ; Elmirghani, JMH";"Al-Salim, Ali M.; El-Gorashi, Taisir E. H.; Lawey, Ahmed Q.; Elmirghani, Jaafar M. H.";Greening big data networks: velocity impact
"Kim, D; Jung, J";"Kim, Donghoon; Jung, Jaehee";Improved Multiplication Algorithm by Clearing Leading Zeros of Binary Numbers based on Big Data Analysis
"Schmidberger, H; Feussner, H";"Schmidberger, H.; Feussner, H.";Digitalization and big data-What now?
"Hardle, WK; Lu, HHS; Shen, XT";"Haerdle, Wolfgang Karl; Lu, Henry Horng-Shing; Shen, Xiaotong";Handbook of Big Data Analytics Preface
"Schintler, LA; Chen, ZH";"Schintler, Laurie A.; Chen, Zhenhua";Big Data for Regional Science Introduction
O'Connor, S;O'Connor, Siobhan;Big data and data science in health care: What nurses and midwives need to know
"Sandouka, K; Noteboom, C; Sarnikar, S";"Sandouka, Kari; Noteboom, Cherie; Sarnikar, Surendra";The Fit of Data Visualization Design for Knowledge Activation TREO Talk Paper
"Sohangir, S; Wang, DD; Pomeranets, A; Khoshgoftaar, TM";"Sohangir, Sahar; Wang, Dingding; Pomeranets, Anna; Khoshgoftaar, Taghi M.";Big Data: Deep Learning for financial sentiment analysis
"Zaree, T; Honarvar, AR";"Zaree, Talat; Honarvar, Ali Reza";Improvement of air pollution prediction in a smart city and its correlation with weather conditions using metrological big data
Cheney, J;Cheney, Justin;Utilizing Big Data Informatics for Thermal Spray Materials Design
Yeh, CL;Yeh, Chih-Liang;Pursuing consumer empowerment in the age of big data: A comprehensive regulatory framework for data brokers
"Wang, AD; Xian, XC; Tsung, F; Liu, KB";"Wang, Andi; Xian, Xiaochen; Tsung, Fugee; Liu, Kaibo";A spatial-adaptive sampling procedure for online monitoring of big data streams
"Ma, YF; Zhang, H";"Ma, Yefeng; Zhang, Hui";Enhancing Knowledge Management and Decision-Making Capability of China's Emergency Operations Center Using Big Data
"Mohapatra, C; Acharya, B; Rautaray, SS; Pandey, M";"Mohapatra, Chinmayee; Acharya, Biswaranjan; Rautaray, Siddhath Swarup; Pandey, Manjusha";Usage of Big Data Prediction Techniques for Predictive Analysis in HIV/AIDS
"Wang, PP; Liu, HR; Wang, BL; Dong, KK; Wang, LH; Xu, SJ";"Wang, Pengpeng; Liu, Hongri; Wang, Bailing; Dong, Kaikun; Wang, Lianhai; Xu, Shujiang";Simulation of Dark Network Scene Based on the Big Data Environment
"Alrehamy, H; Walker, C";"Alrehamy, Hassan; Walker, Coral";SemLinker: automating big data integration for casual users
Clifford, G;Clifford, Gari;Guide to Big Data Applications Foreword
Johnson, M;Johnson, Marie;Realising the potential of big data
"Aljawarneh, S; Yassein, MB; Talafha, WA";"Aljawarneh, Shadi; Yassein, Muneer Bani; Talafha, We'am Adel";A multithreaded programming approach for multimedia big data: encryption system
"Tsagkaropoulos, A; Papageorgiou, N; Apostolou, D; Verginadis, Y; Mentzas, G";"Tsagkaropoulos, Andreas; Papageorgiou, Nikos; Apostolou, Dimitris; Verginadis, Yiannis; Mentzas, Gregoris";Challenges and Research Directions in Big Data-driven Cloud Adaptivity
Guba, K;Guba, Katerina;Big Data in Sociology: New Data, New Sociology?
"Androutsopoulou, A; Charalabidis, Y";"Androutsopoulou, Aggeliki; Charalabidis, Yannis";A framework for evidence based policy making combining big data, dynamic modelling and machine intelligence
"Lim, C; Kim, KJ; Maglio, PP";"Lim, Chiehyeon; Kim, Kwang-Jae; Maglio, Paul P.";Smart cities with big data: Reference models, challenges, and considerations
"Yang, JN; Wang, HP; Cao, YZ";"Yang, Jiannan; Wang, Hanpin; Cao, Yongzhi";Tractable queries on big data via preprocessing with logarithmic-size output
Sax, M;Sax, Marijn;Privacy from an Ethical Perspective
"Wang, JW; Duan, Q";"Wang, Jianwu; Duan, Qiang";Big Data helps SDN to manage traffic
Norman, G;Norman, Geoff;Clinical practice, deliberate practice, and big data
"Napoli, PM; Roepnack, A";"Napoli, Philip M.; Roepnack, Axel";BIG DATA AND MEDIA MANAGEMENT
"Heemskerk, E; Young, K; Takes, FW; Cronin, B; Garcia-Bernardo, J; Henriksen, LF; Winecoff, WK; Popov, V; Laurin-Lamothe, A";"Heemskerk, Eelke; Young, Kevin; Takes, Frank W.; Cronin, Bruce; Garcia-Bernardo, Javier; Henriksen, Lasse F.; Winecoff, William Kindred; Popov, Vladimir; Laurin-Lamothe, Audrey";The promise and perils of using big data in the study of corporate networks: problems, diagnostics and fixes
"de Pablos, PO; Lytras, M";"Ordonez de Pablos, Patricia; Lytras, Miltiadis";Knowledge Management, Innovation and Big Data: Implications for Sustainability, Policy Making and Competitiveness
"Deng, XJ; Cao, LX; Wang, H";"Deng, Xiaojun; Cao, Lixia; Wang, Huan";Research on Agricultural Products Brand Marketing Strategy in the Era of Big Data
"Chahine, S; Kulasegaram, K; Wright, S; Monteiro, S; Grierson, LEM; Barber, C; Sebok-Syer, SS; McConnell, M; Yen, W; De Champlain, A; Touchie, C";"Chahine, Saad; Kulasegaram, Kulamakan (Mahan); Wright, Sarah; Monteiro, Sandra; Grierson, Lawrence E. M.; Barber, Cassandra; Sebok-Syer, Stefanie S.; McConnell, Meghan; Yen, Wendy; De Champlain, Andre; Touchie, Claire";A Call to Investigate the Relationship Between Education and Health Outcomes Using Big Data
